vref,Protasis,Protasis IDs,Protasis Glosses,Protasis Greek,Apodosis,Apodosis IDs,Apodosis Glosses,Apodosis Greek,result,Duplicates,Possible_Tokens
1CO 11:6,for if a woman does not cover her head,"('n46011006001', 'n46011006003', 'n46011006004', 'n46011006005')","('If', 'not', 'covers her head', 'a woman')","('εἰ', 'οὐ', 'κατακαλύπτεται', 'γυνή')",let her also have her hair cut off,"('n46011006007', 'n46011006008', 'n46011006010', 'n46011006011', 'n46011006013', 'n46011006015', 'n46011006016')","('let her be shorn', 'If [it is]', 'disgraceful', 'to a woman', 'to be shorn', 'to be shaven', 'let her cover her head')","('κειράσθω', 'εἰ', 'αἰσχρὸν', 'γυναικὶ', 'κείρασθαι', 'ξυρᾶσθαι', 'κατακαλυπτέσθω')",pass,,"[('n46011006001', 'If', 'εἰ'), ('n46011006002', 'for', 'γὰρ'), ('n46011006003', 'not', 'οὐ'), ('n46011006004', 'covers her head', 'κατακαλύπτεται'), ('n46011006005', 'a woman', 'γυνή'), ('n46011006006', 'also', 'καὶ'), ('n46011006007', 'let her be shorn', 'κειράσθω'), ('n46011006008', 'If [it is]', 'εἰ'), ('n46011006009', 'now', 'δὲ'), ('n46011006010', 'disgraceful', 'αἰσχρὸν'), ('n46011006011', 'to a woman', 'γυναικὶ'), ('n46011006012', '-', 'τὸ'), ('n46011006013', 'to be shorn', 'κείρασθαι'), ('n46011006014', 'or', 'ἢ'), ('n46011006015', 'to be shaven', 'ξυρᾶσθαι'), ('n46011006016', 'let her cover her head', 'κατακαλυπτέσθω')]"
1CO 11:6,but if it is disgraceful for a woman to have her hair cut off or her head shaved,"('n46011006001', 'n46011006003', 'n46011006004', 'n46011006005')","('If', 'not', 'covers her head', 'a woman')","('εἰ', 'οὐ', 'κατακαλύπτεται', 'γυνή')",let her cover her head,"('n46011006007', 'n46011006008', 'n46011006010', 'n46011006011', 'n46011006013', 'n46011006015', 'n46011006016')","('let her be shorn', 'If [it is]', 'disgraceful', 'to a woman', 'to be shorn', 'to be shaven', 'let her cover her head')","('κειράσθω', 'εἰ', 'αἰσχρὸν', 'γυναικὶ', 'κείρασθαι', 'ξυρᾶσθαι', 'κατακαλυπτέσθω')",pass,Protasis IDs duplicated,"[('n46011006001', 'If', 'εἰ'), ('n46011006002', 'for', 'γὰρ'), ('n46011006003', 'not', 'οὐ'), ('n46011006004', 'covers her head', 'κατακαλύπτεται'), ('n46011006005', 'a woman', 'γυνή'), ('n46011006006', 'also', 'καὶ'), ('n46011006007', 'let her be shorn', 'κειράσθω'), ('n46011006008', 'If [it is]', 'εἰ'), ('n46011006009', 'now', 'δὲ'), ('n46011006010', 'disgraceful', 'αἰσχρὸν'), ('n46011006011', 'to a woman', 'γυναικὶ'), ('n46011006012', '-', 'τὸ'), ('n46011006013', 'to be shorn', 'κείρασθαι'), ('n46011006014', 'or', 'ἢ'), ('n46011006015', 'to be shaven', 'ξυρᾶσθαι'), ('n46011006016', 'let her cover her head', 'κατακαλυπτέσθω')]"
1CO 11:6,for if a woman does not cover her head,"('n46011006001', 'n46011006003', 'n46011006004', 'n46011006005')","('If', 'not', 'covers her head', 'a woman')","('εἰ', 'οὐ', 'κατακαλύπτεται', 'γυνή')",let her also have her hair cut off,"('n46011006007', 'n46011006008', 'n46011006011', 'n46011006013', 'n46011006015', 'n46011006016')","('let her be shorn', 'If [it is]', 'to a woman', 'to be shorn', 'to be shaven', 'let her cover her head')","('κειράσθω', 'εἰ', 'γυναικὶ', 'κείρασθαι', 'ξυρᾶσθαι', 'κατακαλυπτέσθω')",pass,Protasis IDs duplicated,"[('n46011006001', 'If', 'εἰ'), ('n46011006002', 'for', 'γὰρ'), ('n46011006003', 'not', 'οὐ'), ('n46011006004', 'covers her head', 'κατακαλύπτεται'), ('n46011006005', 'a woman', 'γυνή'), ('n46011006006', 'also', 'καὶ'), ('n46011006007', 'let her be shorn', 'κειράσθω'), ('n46011006008', 'If [it is]', 'εἰ'), ('n46011006009', 'now', 'δὲ'), ('n46011006010', 'disgraceful', 'αἰσχρὸν'), ('n46011006011', 'to a woman', 'γυναικὶ'), ('n46011006012', '-', 'τὸ'), ('n46011006013', 'to be shorn', 'κείρασθαι'), ('n46011006014', 'or', 'ἢ'), ('n46011006015', 'to be shaven', 'ξυρᾶσθαι'), ('n46011006016', 'let her cover her head', 'κατακαλυπτέσθω')]"
1CO 11:6,but if it is disgraceful for a woman to have her hair cut off or her head shaved,"('n46011006001', 'n46011006003', 'n46011006004', 'n46011006005')","('If', 'not', 'covers her head', 'a woman')","('εἰ', 'οὐ', 'κατακαλύπτεται', 'γυνή')",let her cover her head,"('n46011006007', 'n46011006008', 'n46011006011', 'n46011006013', 'n46011006015', 'n46011006016')","('let her be shorn', 'If [it is]', 'to a woman', 'to be shorn', 'to be shaven', 'let her cover her head')","('κειράσθω', 'εἰ', 'γυναικὶ', 'κείρασθαι', 'ξυρᾶσθαι', 'κατακαλυπτέσθω')",pass,,"[('n46011006001', 'If', 'εἰ'), ('n46011006002', 'for', 'γὰρ'), ('n46011006003', 'not', 'οὐ'), ('n46011006004', 'covers her head', 'κατακαλύπτεται'), ('n46011006005', 'a woman', 'γυνή'), ('n46011006006', 'also', 'καὶ'), ('n46011006007', 'let her be shorn', 'κειράσθω'), ('n46011006008', 'If [it is]', 'εἰ'), ('n46011006009', 'now', 'δὲ'), ('n46011006010', 'disgraceful', 'αἰσχρὸν'), ('n46011006011', 'to a woman', 'γυναικὶ'), ('n46011006012', '-', 'τὸ'), ('n46011006013', 'to be shorn', 'κείρασθαι'), ('n46011006014', 'or', 'ἢ'), ('n46011006015', 'to be shaven', 'ξυρᾶσθαι'), ('n46011006016', 'let her cover her head', 'κατακαλυπτέσθω')]"
1CO 11:14,if a man wears long hair,"('n46011014010', 'n46011014008', 'n46011014011')","('if', 'a man', 'he has long hair')","('ἐὰν', 'ἀνὴρ', 'κομᾷ')",it is a disgrace for him,"('n46011014014', 'n46011014012', 'n46011014013')","('it is', 'a dishonor', 'to him')","('ἐστιν', 'ἀτιμία', 'αὐτῷ')",fail,,"[('n46011014001', 'Not even', 'οὐδὲ'), ('n46011014002', '-', 'ἡ'), ('n46011014003', 'nature', 'φύσις'), ('n46011014004', 'itself', 'αὐτὴ'), ('n46011014005', 'does teach', 'διδάσκει'), ('n46011014006', 'you', 'ὑμᾶς'), ('n46011014007', 'that', 'ὅτι'), ('n46011014008', 'a man', 'ἀνὴρ'), ('n46011014009', 'indeed', 'μὲν'), ('n46011014010', 'if', 'ἐὰν'), ('n46011014011', 'he has long hair', 'κομᾷ'), ('n46011014012', 'a dishonor', 'ἀτιμία'), ('n46011014013', 'to him', 'αὐτῷ'), ('n46011014014', 'it is', 'ἐστιν')]"
1CO 11:15,but if a woman has long hair,"('n46011015002', 'n46011015003', 'n46011015004')","('however', 'if', 'she has long hair')","('δὲ', 'ἐὰν', 'κομᾷ')",it is her glory?,"('n46011015007', 'n46011015008', 'n46011015009', 'n46011015010')","('it is', 'For', 'the', 'long hair')","('ἐστιν', 'ὅτι', 'ἡ', 'κόμη')",pass,,"[('n46011015001', 'a woman', 'γυνὴ'), ('n46011015002', 'however', 'δὲ'), ('n46011015003', 'if', 'ἐὰν'), ('n46011015004', 'she has long hair', 'κομᾷ'), ('n46011015005', 'glory', 'δόξα'), ('n46011015006', 'to her', 'αὐτῇ'), ('n46011015007', 'it is', 'ἐστιν'), ('n46011015008', 'For', 'ὅτι'), ('n46011015009', 'the', 'ἡ'), ('n46011015010', 'long hair', 'κόμη'), ('n46011015011', 'instead', 'ἀντὶ'), ('n46011015012', 'of a covering', 'περιβολαίου'), ('n46011015013', 'is given', 'δέδοται')]"
1CO 11:16,if anyone is inclined to be contentious,"('n46011016001', 'n46011016003', 'n46011016004', 'n46011016005', 'n46011016006')","('If', 'anyone', 'is inclined', 'contentious', 'to be')","('εἰ', 'τις', 'δοκεῖ', 'φιλόνεικος', 'εἶναι')","we have no such practice, nor do the churches of God","('n46011016007', 'n46011016011', 'n46011016010', 'n46011016008', 'n46011016009', 'n46011016012', 'n46011016013', 'n46011016014', 'n46011016016')","('we', 'have', 'no [other]', 'such', 'custom', 'nor', 'the', 'churches', 'of God')","('ἡμεῖς', 'ἔχομεν', 'οὐ', 'τοιαύτην', 'συνήθειαν', 'οὐδὲ', 'αἱ', 'ἐκκλησίαι', 'θεοῦ')",pass,,"[('n46011016001', 'If', 'εἰ'), ('n46011016002', 'now', 'δέ'), ('n46011016003', 'anyone', 'τις'), ('n46011016004', 'is inclined', 'δοκεῖ'), ('n46011016005', 'contentious', 'φιλόνεικος'), ('n46011016006', 'to be', 'εἶναι'), ('n46011016007', 'we', 'ἡμεῖς'), ('n46011016008', 'such', 'τοιαύτην'), ('n46011016009', 'custom', 'συνήθειαν'), ('n46011016010', 'no [other]', 'οὐ'), ('n46011016011', 'have', 'ἔχομεν'), ('n46011016012', 'nor', 'οὐδὲ'), ('n46011016013', 'the', 'αἱ'), ('n46011016014', 'churches', 'ἐκκλησίαι'), ('n46011016015', '-', 'τοῦ'), ('n46011016016', 'of God', 'θεοῦ')]"
1CO 11:31,but if we judged ourselves truly,"('n46011031001', 'n46011031003', 'n46011031004', 'n46011031005')","('If', 'ourselves', 'we were judging', 'not')","('εἰ', 'ἑαυτοὺς', 'διεκρίνομεν', 'οὐ')",we would not be judged,"('n46011031007',)","('we would come under judgment',)","('ἐκρινόμεθα',)",pass,,"[('n46011031001', 'If', 'εἰ'), ('n46011031002', 'for', 'δὲ'), ('n46011031003', 'ourselves', 'ἑαυτοὺς'), ('n46011031004', 'we were judging', 'διεκρίνομεν'), ('n46011031005', 'not', 'οὐ'), ('n46011031006', '-', 'ἂν'), ('n46011031007', 'we would come under judgment', 'ἐκρινόμεθα')]"
1CO 11:34,if anyone is hungry,"('n46011034001', 'n46011034002', 'n46011034003')","('If', 'anyone', 'is hungry')","('εἴ', 'τις', 'πεινᾷ')",let him eat at home,"('n46011034006', 'n46011034004', 'n46011034005')","('let him eat', 'at', 'home')","('ἐσθιέτω', 'ἐν', 'οἴκῳ')",fail,,"[('n46011034001', 'If', 'εἴ'), ('n46011034002', 'anyone', 'τις'), ('n46011034003', 'is hungry', 'πεινᾷ'), ('n46011034004', 'at', 'ἐν'), ('n46011034005', 'home', 'οἴκῳ'), ('n46011034006', 'let him eat', 'ἐσθιέτω'), ('n46011034007', 'so that', 'ἵνα'), ('n46011034008', 'not', 'μὴ'), ('n46011034009', 'for', 'εἰς'), ('n46011034010', 'judgment', 'κρίμα'), ('n46011034011', 'you might come together', 'συνέρχησθε'), ('n46011034012', '-', 'Τὰ'), ('n46011034013', 'And', 'δὲ'), ('n46011034014', 'the other things', 'λοιπὰ'), ('n46011034015', 'as soon as', 'ὡς'), ('n46011034016', '-', 'ἂν'), ('n46011034017', 'I might come', 'ἔλθω'), ('n46011034018', 'I will set in order', 'διατάξομαι')]"
1CO 12:15,"if the foot should say ""because I am not a hand, I do not belong to the body""","('n46012015001', 'n46012015004', 'n46012015005', 'n46012015006', 'n46012015007', 'n46012015008', 'n46012015009', 'n46012015010', 'n46012015011', 'n46012015012', 'n46012015013')","('If', 'foot', 'Because', 'not', 'I am', 'a hand', 'not', 'I am', 'of', 'the', 'body')","('ἐὰν', 'πούς', 'Ὅτι', 'οὐ', 'εἰμὶ', 'χείρ', 'οὐ', 'εἰμὶ', 'ἐκ', 'τοῦ', 'σώματος')",that would not make it any less a part of the body,"('n46012015014', 'n46012015015', 'n46012015016', 'n46012015017', 'n46012015018', 'n46012015019', 'n46012015020', 'n46012015021')","('not', 'on account of', 'this', 'not', 'is it', 'of', 'the', 'body')","('οὐ', 'παρὰ', 'τοῦτο', 'οὐ', 'ἔστιν', 'ἐκ', 'τοῦ', 'σώματος')",pass,,"[('n46012015001', 'If', 'ἐὰν'), ('n46012015002', 'should say', 'εἴπῃ'), ('n46012015003', 'the', 'ὁ'), ('n46012015004', 'foot', 'πούς'), ('n46012015005', 'Because', 'Ὅτι'), ('n46012015006', 'not', 'οὐ'), ('n46012015007', 'I am', 'εἰμὶ'), ('n46012015008', 'a hand', 'χείρ'), ('n46012015009', 'not', 'οὐ'), ('n46012015010', 'I am', 'εἰμὶ'), ('n46012015011', 'of', 'ἐκ'), ('n46012015012', 'the', 'τοῦ'), ('n46012015013', 'body', 'σώματος'), ('n46012015014', 'not', 'οὐ'), ('n46012015015', 'on account of', 'παρὰ'), ('n46012015016', 'this', 'τοῦτο'), ('n46012015017', 'not', 'οὐ'), ('n46012015018', 'is it', 'ἔστιν'), ('n46012015019', 'of', 'ἐκ'), ('n46012015020', 'the', 'τοῦ'), ('n46012015021', 'body', 'σώματος')]"
1CO 12:16,"and if the ear should say, ""Because I am not an eye, I do not belong to the body""","('n46012016002', 'n46012016005', 'n46012016006', 'n46012016007', 'n46012016008', 'n46012016009', 'n46012016010', 'n46012016011', 'n46012016012', 'n46012016013', 'n46012016014')","('if', 'ear', 'Because', 'not', 'I am', 'an eye', 'not', 'I am', 'of', 'the', 'body')","('ἐὰν', 'οὖς', 'Ὅτι', 'οὐ', 'εἰμὶ', 'ὀφθαλμός', 'οὐ', 'εἰμὶ', 'ἐκ', 'τοῦ', 'σώματος')",that would not make it any less a part of the body,"('n46012016003', 'n46012016015', 'n46012016016', 'n46012016017', 'n46012016018', 'n46012016019', 'n46012016020', 'n46012016021', 'n46012016022')","('should say', 'not', 'on account of', 'this', 'not', 'is it', 'of', 'the', 'body')","('εἴπῃ', 'οὐ', 'παρὰ', 'τοῦτο', 'οὐ', 'ἔστιν', 'ἐκ', 'τοῦ', 'σώματος')",fail,,"[('n46012016001', 'And', 'καὶ'), ('n46012016002', 'if', 'ἐὰν'), ('n46012016003', 'should say', 'εἴπῃ'), ('n46012016004', 'the', 'τὸ'), ('n46012016005', 'ear', 'οὖς'), ('n46012016006', 'Because', 'Ὅτι'), ('n46012016007', 'not', 'οὐ'), ('n46012016008', 'I am', 'εἰμὶ'), ('n46012016009', 'an eye', 'ὀφθαλμός'), ('n46012016010', 'not', 'οὐ'), ('n46012016011', 'I am', 'εἰμὶ'), ('n46012016012', 'of', 'ἐκ'), ('n46012016013', 'the', 'τοῦ'), ('n46012016014', 'body', 'σώματος'), ('n46012016015', 'not', 'οὐ'), ('n46012016016', 'on account of', 'παρὰ'), ('n46012016017', 'this', 'τοῦτο'), ('n46012016018', 'not', 'οὐ'), ('n46012016019', 'is it', 'ἔστιν'), ('n46012016020', 'of', 'ἐκ'), ('n46012016021', 'the', 'τοῦ'), ('n46012016022', 'body', 'σώματος')]"
1CO 12:17,if the whole body were an eye,"('n46012017001', 'n46012017002', 'n46012017003', 'n46012017004', 'n46012017005')","('If', 'all', 'the', 'body [were]', 'an eye')","('εἰ', 'ὅλον', 'τὸ', 'σῶμα', 'ὀφθαλμός')",where would be the sense of hearing?,"('n46012017006', 'n46012017007', 'n46012017008')","('where', '[would be] the', 'hearing')","('ποῦ', 'ἡ', 'ἀκοή')",fail,,"[('n46012017001', 'If', 'εἰ'), ('n46012017002', 'all', 'ὅλον'), ('n46012017003', 'the', 'τὸ'), ('n46012017004', 'body [were]', 'σῶμα'), ('n46012017005', 'an eye', 'ὀφθαλμός'), ('n46012017006', 'where', 'ποῦ'), ('n46012017007', '[would be] the', 'ἡ'), ('n46012017008', 'hearing', 'ἀκοή'), ('n46012017009', 'If', 'εἰ'), ('n46012017010', 'all', 'ὅλον'), ('n46012017011', '[were] hearing', 'ἀκοή'), ('n46012017012', 'where', 'ποῦ'), ('n46012017013', '[would be] the', 'ἡ'), ('n46012017014', 'sense of smell', 'ὄσφρησις')]"
1CO 12:17,if the whole body were an ear,"('n46012017001', 'n46012017002', 'n46012017003', 'n46012017004', 'n46012017005')","('If', 'all', 'the', 'body [were]', 'an eye')","('εἰ', 'ὅλον', 'τὸ', 'σῶμα', 'ὀφθαλμός')",where would be the sense of smell?,"('n46012017006', 'n46012017007', 'n46012017008')","('where', '[would be] the', 'hearing')","('ποῦ', 'ἡ', 'ἀκοή')",fail,,"[('n46012017001', 'If', 'εἰ'), ('n46012017002', 'all', 'ὅλον'), ('n46012017003', 'the', 'τὸ'), ('n46012017004', 'body [were]', 'σῶμα'), ('n46012017005', 'an eye', 'ὀφθαλμός'), ('n46012017006', 'where', 'ποῦ'), ('n46012017007', '[would be] the', 'ἡ'), ('n46012017008', 'hearing', 'ἀκοή'), ('n46012017009', 'If', 'εἰ'), ('n46012017010', 'all', 'ὅλον'), ('n46012017011', '[were] hearing', 'ἀκοή'), ('n46012017012', 'where', 'ποῦ'), ('n46012017013', '[would be] the', 'ἡ'), ('n46012017014', 'sense of smell', 'ὄσφρησις')]"
1CO 12:19,if all were a single member,"('n46012019001', 'n46012019005', 'n46012019006', 'n46012019007')","('If', 'all', 'one', 'member')","('εἰ', 'πάντα', 'ἓν', 'μέλος')",where would the body be?,"('n46012019008', 'n46012019010')","('where', 'body')","('ποῦ', 'σῶμα')",pass,,"[('n46012019001', 'If', 'εἰ'), ('n46012019002', 'now', 'δὲ'), ('n46012019003', 'were', 'ἦν'), ('n46012019004', '-', 'τὰ'), ('n46012019005', 'all', 'πάντα'), ('n46012019006', 'one', 'ἓν'), ('n46012019007', 'member', 'μέλος'), ('n46012019008', 'where', 'ποῦ'), ('n46012019009', '[would be] the', 'τὸ'), ('n46012019010', 'body', 'σῶμα')]"
1CO 12:26,if one member suffers,"('n46012026002', 'n46012026003', 'n46012026004', 'n46012026005')","('if', 'suffers', 'one', 'member')","('εἴτε', 'πάσχει', 'ἓν', 'μέλος')",all suffer together,"('n46012026006', 'n46012026007', 'n46012026008', 'n46012026009')","('suffer with [it]', 'all', 'the', 'members')","('συμπάσχει', 'πάντα', 'τὰ', 'μέλη')",pass,,"[('n46012026001', 'And', 'καὶ'), ('n46012026002', 'if', 'εἴτε'), ('n46012026003', 'suffers', 'πάσχει'), ('n46012026004', 'one', 'ἓν'), ('n46012026005', 'member', 'μέλος'), ('n46012026006', 'suffer with [it]', 'συμπάσχει'), ('n46012026007', 'all', 'πάντα'), ('n46012026008', 'the', 'τὰ'), ('n46012026009', 'members', 'μέλη'), ('n46012026010', 'if', 'εἴτε'), ('n46012026011', 'is honored', 'δοξάζεται'), ('n46012026012', 'member', 'μέλος'), ('n46012026013', 'rejoice with [it]', 'συγχαίρει'), ('n46012026014', 'all', 'πάντα'), ('n46012026015', 'the', 'τὰ'), ('n46012026016', 'members', 'μέλη')]"
1CO 12:26,if one member is honoured,"('n46012026002', 'n46012026003', 'n46012026004', 'n46012026005')","('if', 'suffers', 'one', 'member')","('εἴτε', 'πάσχει', 'ἓν', 'μέλος')",all rejoice together,"('n46012026006', 'n46012026007', 'n46012026008', 'n46012026009')","('suffer with [it]', 'all', 'the', 'members')","('συμπάσχει', 'πάντα', 'τὰ', 'μέλη')",pass,,"[('n46012026001', 'And', 'καὶ'), ('n46012026002', 'if', 'εἴτε'), ('n46012026003', 'suffers', 'πάσχει'), ('n46012026004', 'one', 'ἓν'), ('n46012026005', 'member', 'μέλος'), ('n46012026006', 'suffer with [it]', 'συμπάσχει'), ('n46012026007', 'all', 'πάντα'), ('n46012026008', 'the', 'τὰ'), ('n46012026009', 'members', 'μέλη'), ('n46012026010', 'if', 'εἴτε'), ('n46012026011', 'is honored', 'δοξάζεται'), ('n46012026012', 'member', 'μέλος'), ('n46012026013', 'rejoice with [it]', 'συγχαίρει'), ('n46012026014', 'all', 'πάντα'), ('n46012026015', 'the', 'τὰ'), ('n46012026016', 'members', 'μέλη')]"
1CO 13:1,"if I speak in the tongues of men and of angels, but have not love","('n46013001001', 'n46013001006', 'n46013001007', 'n46013001008', 'n46013001009', 'n46013001010')","('If', 'I speak', 'and', '-', 'of angels', 'love')","('Ἐὰν', 'λαλῶ', 'καὶ', 'τῶν', 'ἀγγέλων', 'ἀγάπην')",I am a noisy gong or a clanging cymbal,"('n46013001014', 'n46013001015', 'n46013001016', 'n46013001017', 'n46013001018', 'n46013001019')","('I have become', 'a brass', 'sounding', 'or', 'a cymbal', 'clanging')","('γέγονα', 'χαλκὸς', 'ἠχῶν', 'ἢ', 'κύμβαλον', 'ἀλαλάζον')",pass,,"[('n46013001001', 'If', 'Ἐὰν'), ('n46013001002', 'in the', 'ταῖς'), ('n46013001003', 'tongues', 'γλώσσαις'), ('n46013001004', '-', 'τῶν'), ('n46013001005', 'of men', 'ἀνθρώπων'), ('n46013001006', 'I speak', 'λαλῶ'), ('n46013001007', 'and', 'καὶ'), ('n46013001008', '-', 'τῶν'), ('n46013001009', 'of angels', 'ἀγγέλων'), ('n46013001010', 'love', 'ἀγάπην'), ('n46013001011', 'however', 'δὲ'), ('n46013001012', 'not', 'μὴ'), ('n46013001013', 'have', 'ἔχω'), ('n46013001014', 'I have become', 'γέγονα'), ('n46013001015', 'a brass', 'χαλκὸς'), ('n46013001016', 'sounding', 'ἠχῶν'), ('n46013001017', 'or', 'ἢ'), ('n46013001018', 'a cymbal', 'κύμβαλον'), ('n46013001019', 'clanging', 'ἀλαλάζον')]"
